EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
2753,Lisa,Cornett,13-Jan-23,24-May-23,Production Technician I,Joshua Smith,lisa.cornett@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Voluntary,Traditional stay important save box.,Production       ,Field Operations,11-06-1984,MA,Driver,Female,2189,Black,Widowed,Fully Meets,4,high
2512,Lawrence,Obrien,16-Apr-23,25-May-23,Software Engineer,Pamela Robbins,lawrence.obrien@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,May dream may apply involve natural.,Software Engineering,Field Operations,06-03-1967,MA,Laborer,Male,25059,Hispanic,Widowed,Fully Meets,4,high
2932,Braeden,Moss,19-Aug-21,25-May-23,Production Technician I,Lynn Beasley DVM,braeden.moss@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Democrat stage daughter any own whom.,Production       ,Finance & Accounting,13-01-1948,MA,Intern,Male,6449,Hispanic,Widowed,Fully Meets,4,high
3696,Aldo,Dyer,02-Sep-20,26-May-23,Production Technician II,Chase Ramirez,aldo.dyer@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Arrive its during organization about.,Production       ,Wireless,07-10-1989,MA,Foreman,Female,74423,Hispanic,Widowed,PIP,3,medium
1570,Mariana,Copeland,23-Nov-22,26-May-23,Production Technician I,Debra Freeman,mariana.copeland@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Retirement,Perhaps market reduce. Type find close.,Production       ,General - Con,01-01-1992,MA,Laborer,Male,79576,Asian,Single,Fully Meets,3,medium
2860,Maria,Cameron,13-Apr-23,26-May-23,Production Technician I,Michelle Murphy,maria.cameron@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Look dark travel herself election college what.,Production       ,General - Con,31-10-1961,MA,Laborer,Male,54190,Black,Married,Fully Meets,2,low
3343,Seth,Huff,21-Feb-22,26-May-23,Production Technician II,Kari Walker,seth.huff@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Do onto consumer sign. War instead effect role.,Production       ,Field Operations,25-11-1965,MA,Mechanic,Male,87930,Hispanic,Married,Fully Meets,4,high
3449,Gerald,Preston,10-May-23,27-May-23,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,EW,Future Start,Contract,Zone B,Temporary,Involuntary,Price third parent evening.,Sales,General - Eng,18-09-1992,CO,Technician,Male,5168,Black,Single,Fully Meets,5,very high
1103,Samuel,MacLennan,11-Apr-21,27-May-23,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Garden sit drive assume large seat.,Production       ,Splicing,02-04-1957,MA,Splicer,Male,1938,Asian,Widowed,Fully Meets,3,medium
2179,Raphael,Solomon,28-Oct-22,27-May-23,Production Technician I,Christopher Gardner,raphael.solomon@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,Tree read security individual.,Production       ,Project Management - Con,04-01-1996,MA,Supervisor,Female,28181,Black,Widowed,PIP,4,high
1002,Sandra,Martin,12-Dec-22,28-May-23,Software Engineer,Angela Hayes,sandra.martin@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Behind buy our of very claim.,Software Engineering,Catv,08-07-1950,MA,Foreman,Female,2135,Asian,Widowed,Fully Meets,3,medium
1069,Wyatt,Edwards,13-Oct-18,28-May-23,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,13-09-1975,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3,medium
1899,Kolton,Duarte,12-Dec-20,28-May-23,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Operations,06-09-1982,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3,medium
2248,Ariel,Powers,16-Dec-22,28-May-23,IT Support,Corey Fletcher,ariel.powers@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Retirement,Adult wind join time memory customer.,IT/IS,Field Operations,17-12-1999,MA,Laborer,Female,71142,Hispanic,Widowed,Fully Meets,2,low
3591,Abdullah,Ellison,23-Nov-21,29-May-23,Production Technician I,Dr. William Thompson,abdullah.ellison@bilearner.com,SVG,Future Start,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,14-11-1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5,very high
3948,Randall,Pearson,03-Feb-23,29-May-23,Data Analyst,Peggy Mccoy,randall.pearson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Discuss budget Mrs line whom television.,IT/IS,Aerial,29-10-1943,MA,Foreman,Male,2747,Hispanic,Married,Fully Meets,3,medium
1924,Teagan,Swanson,16-May-23,29-May-23,Production Technician I,Derek Thompson,teagan.swanson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,More sure call best.,Production       ,Field Operations,29-11-1994,MA,Foreman,Female,53602,Hispanic,Married,Fully Meets,3,medium
2605,Jakayla,Dickson,08-Mar-21,29-May-23,Area Sales Manager,Julie Mcclain,jakayla.dickson@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Retirement,Situation affect medical friend audience fight.,Sales,Wireline Construction,11-08-1968,AZ,Supervisor,Male,29838,Black,Married,Fully Meets,4,high
3698,Julien,Banks,22-Mar-23,30-May-23,Production Technician II,Savannah Weber,julien.banks@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Usually section evening with cup left.,Production       ,Catv,12-06-1984,MA,Foreman,Female,16462,Hispanic,Married,PIP,3,medium
1641,Taniya,Daniels,09-Mar-23,30-May-23,BI Developer,Daniel Cooke,taniya.daniels@bilearner.com,NEL,Terminated for Cause,Part-Time,Zone C,Temporary,Voluntary,Shake war over young like anything order.,IT/IS,Field Operations,06-10-1989,MA,Laborer,Female,40835,Other,Married,Fully Meets,3,medium
1799,Aliyah,Schmitt,04-Sep-22,30-May-23,Production Technician II,Alexandra Clark,aliyah.schmitt@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Involuntary,Better one ball computer.,Production       ,Field Operations,19-02-1989,MA,Technician,Male,12152,Black,Married,Fully Meets,3,medium
2345,Nyla,Schwartz,14-Sep-20,30-May-23,Production Manager,Cindy Schneider,nyla.schwartz@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Upon around example dream style technology term.,Production       ,Field Operations,10-01-1971,MA,Specialist,Female,7521,Hispanic,Married,Fully Meets,2,low
3072,Daniel,Frye,26-Apr-23,30-May-23,Production Technician II,Ronald Shepherd DDS,daniel.frye@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Future piece pull art.,Production       ,Wireless,15-02-1986,MA,Foreman,Female,48363,Asian,Divorced,Fully Meets,1,very low
3173,Tucker,Sweeney,21-Dec-22,30-May-23,Production Technician I,Gloria Vaughn,tucker.sweeney@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Resignation,Place hear beat.,Production       ,Billable Consultants,14-03-1957,MA,Engineer,Female,24597,Asian,Married,Fully Meets,1,very low
2134,Beatrice,Faulkner,28-Feb-22,31-May-23,Production Technician I,Vanessa Garcia,beatrice.faulkner@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Out always about must with ago here.,Production       ,Aerial,09-07-2001,MA,Foreman,Female,36904,Hispanic,Widowed,Exceeds,2,low
1352,Lily,Tyler,08-Aug-18,01-Jun-23,Sr. Network Engineer,Chase Ho,lily.tyler@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Voluntary,Series significant out.,Admin Offices,Field Operations,18-06-1974,MA,Technician,Male,43568,Other,Divorced,Fully Meets,3,medium
2193,Joel,Bowen,28-Feb-19,01-Jun-23,Production Technician I,Carol Ingram,joel.bowen@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Design and respond dog true knowledge.,Production       ,Field Operations,01-08-1963,MA,Laborer,Male,67704,White,Married,Needs Improvement,4,high
3399,Corinne,Reeves,05-Jun-22,01-Jun-23,Production Technician I,Paige Savage,corinne.reeves@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Involuntary,Central weight analysis great.,Production       ,Aerial,25-02-1984,MA,Lineman,Female,16715,White,Widowed,Fully Meets,2,low
1098,Alain,Robinson,03-May-19,02-Jun-23,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Meet fight night. Image room nation.,Production       ,General - Eng,10-01-1993,MA,Engineer,Male,1420,Asian,Widowed,Fully Meets,3,medium
2474,Aliana,Blake,12-Mar-23,02-Jun-23,Production Manager,Amber Ross,aliana.blake@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Involuntary,Technology eight stage hold chance after police.,Production       ,Field Operations,13-01-1959,MA,Technician,Male,38407,Black,Married,Fully Meets,4,high
2649,Maximus,Delgado,28-Sep-20,02-Jun-23,Area Sales Manager,Leslie Scott,maximus.delgado@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Appear reality artist there understand.,Sales,Project Management - Con,21-03-1973,NY,Coordinator,Female,59871,White,Widowed,Fully Meets,4,high
3826,Sabrina,Durham,26-Apr-23,03-Jun-23,IT Support,Jessica Hernandez,sabrina.durham@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Resignation,Part officer father last trouble field.,IT/IS,Field Operations,11-04-2001,MA,Laborer,Male,21759,Asian,Divorced,Fully Meets,3,medium
1564,Cesar,House,11-Mar-23,03-Jun-23,Production Technician I,Todd Cooper,cesar.house@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Cell indicate keep thus.,Production       ,General - Con,04-03-1991,MA,Technician,Male,14685,Other,Widowed,Exceeds,3,medium
2376,Erica,Sloan,09-Apr-23,03-Jun-23,Production Manager,Jamie Simon,erica.sloan@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Involuntary,Move story heavy list image arrive today.,Production       ,Field Operations,10-10-1983,MA,Technician,Female,2573,Asian,Divorced,Fully Meets,4,high
2146,Frankie,Franklin,25-Dec-19,04-Jun-23,Production Technician I,Jerry Peters,frankie.franklin@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Line close that rich.,Production       ,Splicing,03-11-1943,MA,Model Assistant,Female,73772,Other,Divorced,Exceeds,2,low
3401,Taniya,Kane,10-Nov-21,04-Jun-23,Production Technician I,Scott Powell,taniya.kane@bilearner.com,EW,Leave of Absence,Contract,Zone A,Full-Time,Involuntary,Think large why many.,Production       ,Field Operations,11-04-1973,MA,Laborer,Male,3403,Hispanic,Married,Fully Meets,1,very low
3862,Eden,Armstrong,13-May-19,06-Jun-23,Sr. Network Engineer,Lindsey Gibson,eden.armstrong@bilearner.com,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Contain result down realize employee image in.,IT/IS,Project Management - Con,05-05-1989,CT,Engineer,Male,58224,White,Married,PIP,3,medium
3135,Elle,Spears,12-Mar-20,06-Jun-23,Production Technician II,Jennifer Smith,elle.spears@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Involuntary,Food information day art PM leader.,Production       ,Project Management - Con,25-04-1993,MA,Administrative,Female,9790,White,Single,Fully Meets,4,high
2537,Darien,Sawyer,18-Sep-22,07-Jun-23,BI Developer,James Bradley,darien.sawyer@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Positive might religious mouth else.,IT/IS,Field Operations,24-07-1951,MA,Tower Hand,Female,73238,White,Single,Fully Meets,2,low
3486,Brendon,Mcconnell,31-Oct-22,08-Jun-23,Area Sales Manager,Victoria Krause,brendon.mcconnell@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Nature finish modern push former American.,Sales,Fielders,14-11-1990,IN,Engineer,Male,19665,Other,Widowed,Fully Meets,4,high
2247,Alessandra,Novak,10-Sep-18,08-Jun-23,IT Support,William Murray,alessandra.novak@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Three sell often star.,IT/IS,Fielders,10-04-1983,MA,Engineer,Female,70092,Hispanic,Widowed,Fully Meets,2,low
3164,Danielle,Blanchard,07-Dec-22,08-Jun-23,Production Technician I,Natalie Hogan,danielle.blanchard@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Beat hand ready reason development else doctor.,Production       ,Field Operations,18-03-1997,MA,Foreman,Female,89536,Other,Married,Fully Meets,5,very high
1674,Savanah,Prince,30-Apr-22,09-Jun-23,BI Developer,Deborah White,savanah.prince@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Involuntary,Tax reduce by firm.,IT/IS,Wireline Construction,17-06-1946,MA,Laborer,Female,56043,Other,Married,Fully Meets,3,medium
2499,Ali,Benjamin,08-Apr-23,09-Jun-23,Software Engineer,Micheal Moreno,ali.benjamin@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Resignation,Girl foreign would simple believe.,Software Engineering,Project Management - Con,04-09-1989,MA,Manager,Male,32650,Asian,Married,Fully Meets,4,high
2940,Larissa,Taylor,31-Aug-20,09-Jun-23,Production Technician I,Dawn Stark,larissa.taylor@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Resignation,Maintain all base produce.,Production       ,Yard (Material Handling),05-12-1972,MA,Supervisor,Female,2982,Black,Single,Needs Improvement,5,very high
3178,Wayne,Leon,24-Jan-20,09-Jun-23,Production Technician II,Eric Lopez,wayne.leon@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Involuntary,Follow arrive inside source.,Production       ,Field Operations,30-04-1990,MA,Administrator,Female,45258,White,Married,PIP,1,very low
1210,Camila,Dunn,08-Dec-20,10-Jun-23,Production Manager,Ann Collins,camila.dunn@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Involuntary,Carry parent fight style series challenge.,Production       ,Field Operations,24-12-1948,MA,Top Hand,Female,91039,Asian,Divorced,Fully Meets,3,medium
2026,Ishaan,Schaefer,13-May-23,10-Jun-23,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Deep new manage big picture.,Production       ,Field Operations,26-02-1970,MA,Locator,Female,5306,Hispanic,Married,Fully Meets,3,medium
2138,Wilson,Sloan,04-Nov-21,10-Jun-23,Production Technician II,Charles Castillo,wilson.sloan@bilearner.com,EW,Active,Contract,Zone C,Temporary,Involuntary,Direction garden particularly trial.,Production       ,Project Management - Con,11-08-1966,MA,Evp,Female,69346,Hispanic,Divorced,Exceeds,2,low
3856,Darwin,Allen,17-Mar-23,12-Jun-23,Network Engineer,Michael Young,darwin.allen@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Stand cut knowledge staff course than class.,Executive Office,Wireline Construction,17-05-1994,MA,Groundman,Male,57170,Other,Divorced,PIP,3,medium
1311,Moshe,Taylor,26-May-23,12-Jun-23,Production Technician I,Anna Townsend,moshe.taylor@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Hold parent PM claim star seek.,Production       ,Engineers,22-02-1987,MA,Specialist,Male,32645,Asian,Single,Fully Meets,3,medium
3077,Asher,Miles,17-Sep-22,12-Jun-23,Production Technician I,Audrey Hamilton,asher.miles@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Involuntary,Describe hospital executive top sing.,Production       ,General - Con,16-08-1958,MA,Clerk,Male,16185,Hispanic,Married,Fully Meets,1,very low
3285,Rashad,Sutton,16-Jul-21,12-Jun-23,Production Technician I,Mark Mills,rashad.sutton@bilearner.com,MSC,Terminated for Cause,Contract,Zone B,Part-Time,Retirement,Know blue difficult let black choice require.,Production       ,Wireline Construction,15-01-1954,MA,Laborer,Male,81424,Other,Single,PIP,4,high
3788,Maxim,Houston,17-May-23,13-Jun-23,Production Technician II,Michael Mcclure,maxim.houston@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,In read day your stay she.,Production       ,Field Operations,06-09-1976,MA,Foreman,Female,32440,Black,Married,Fully Meets,3,medium
3864,Tiffany,Washington,05-Dec-22,13-Jun-23,Enterprise Architect,David Chung,tiffany.washington@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Full-Time,Resignation,Sort blue time total.,IT/IS,Aerial,27-04-1969,MA,Laborer,Female,32977,Other,Married,Needs Improvement,3,medium
2758,Jonathan R,LeBel,20-Dec-18,13-Jun-23,Production Technician I,James Austin,jonathan r.lebel@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Difference require discuss.,Production       ,Wireline Construction,12-02-1946,MA,Lineman,Male,2050,Other,Divorced,Fully Meets,2,low
1089,Kayla,Farrell,27-May-23,14-Jun-23,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Your plant win seem hair him career style.,Software Engineering,Wireline Construction,29-04-1953,MA,Groundman,Female,69860,Black,Married,Fully Meets,3,medium
2599,Jase,Waters,27-Mar-22,14-Jun-23,Administrative Assistant,Michaela Jones,jase.waters@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Very research level send picture pressure our.,Sales,Yard (Material Handling),11-07-1942,ID,Runner,Female,40513,Black,Widowed,Fully Meets,2,low
3379,Marquis,Joseph,09-Apr-23,14-Jun-23,Production Technician I,Walter Henry,marquis.joseph@bilearner.com,SVG,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,American community truth.,Production       ,Technology / It,23-06-1973,MA,Helpdesk,Female,48347,Hispanic,Married,Exceeds,4,high
1831,Emerson,Gallagher,26-Jun-22,15-Jun-23,Production Technician I,Daniel Mathis,emerson.gallagher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,End lay return last compare.,Production       ,Isp,14-10-1970,MA,Technician,Female,40762,Asian,Widowed,Needs Improvement,3,medium
2190,Kimberly,Horn,25-Apr-23,15-Jun-23,Production Technician II,Steven Kennedy,kimberly.horn@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Ago determine fact itself. Act employee but.,Production       ,General - Con,20-01-1985,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5,very high
3902,Hadassah,Moran,22-May-23,16-Jun-23,Network Engineer,Michelle Perry,hadassah.moran@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Executive Office,Wireline Construction,02-06-1964,MA,Groundman,Male,84876,Black,Single,Fully Meets,3,medium
